exception_id,exception_type,domain,source_system,region,asset_class,missing_field_count,age_days,break_amount,price_movement_pct,duplicate_flag,currency_mismatch_flag,refresh_delay_hours,severity,root_cause,owner,sla_hours,resolution_label,created_at
EXC0001091,Trade Match Break,Trades,Bloomberg,APAC,Equity,1,12,57989.0,1.63,0,0,14,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-04-06
EXC0001092,Invalid Currency,Reference Data,SimCorp,EMEA,Corporate Bond,0,5,1087.73,1.42,0,1,15,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Resolved,2026-03-24
EXC0001093,Position Reconciliation Break,Positions,IBOR,EMEA,Corporate Bond,0,15,171070.94,1.68,0,0,7,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-05-19
EXC0001094,Stale Price,Pricing,IBOR,Americas,Equity,0,2,744.86,2.01,0,0,92,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-03-24
EXC0001095,Price Outlier,Pricing,Bloomberg,APAC,Government Bond,0,11,3317.34,12.36,0,0,19,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-04-10
EXC0001096,Trade Match Break,Trades,Bloomberg,Americas,ETF,0,18,11014.46,6.42,0,0,11,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-03-23
EXC0001097,Position Reconciliation Break,Positions,Murex,APAC,Corporate Bond,0,18,19895.19,-0.48,0,0,16,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-17
EXC0001098,Performance Return Outlier,Positions,Aladdin,APAC,Corporate Bond,1,17,9830.15,24.26,0,0,0,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-04-28
EXC0001099,Missing Reference Data,Reference Data,Custodian,EMEA,Government Bond,3,12,1910.05,-3.99,0,0,18,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-25
EXC0001100,Missing Client Mapping,Client Data,Murex,EMEA,Equity,3,7,5229.64,0.81,0,0,19,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Open,2026-04-14
EXC0001101,Trade Match Break,Trades,Bloomberg,APAC,ETF,1,5,11137.24,0.65,0,0,2,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Escalated,2026-03-23
EXC0001102,Invalid Currency,Reference Data,Aladdin,Americas,Corporate Bond,1,10,1315.62,2.07,0,1,8,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Open,2026-05-04
EXC0001103,Price Outlier,Pricing,ABOR,Americas,ETF,1,12,1797.32,15.65,0,0,5,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-04-08
EXC0001104,Trade Match Break,Trades,Murex,Americas,ETF,1,7,37567.43,4.96,0,0,11,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-14
EXC0001105,Trade Match Break,Trades,Aladdin,EMEA,ETF,1,5,7016.27,0.89,0,0,16,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-17
EXC0001106,Missing Client Mapping,Client Data,Refinitiv,EMEA,Government Bond,4,16,844.58,-1.07,0,0,3,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-03-31
EXC0001107,Stale Price,Pricing,Aladdin,APAC,Equity,0,11,411.99,-0.91,0,0,54,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-18
EXC0001108,Trade Match Break,Trades,Murex,EMEA,Equity,1,10,9611.7,0.32,0,0,2,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-01
EXC0001109,Position Reconciliation Break,Positions,ABOR,APAC,Equity,1,17,65026.75,3.31,0,0,7,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-04-23
EXC0001110,Duplicate Record,Trades,ABOR,EMEA,Equity,1,21,36149.72,3.76,1,0,10,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Open,2026-05-09
EXC0001111,Missing Reference Data,Reference Data,Bloomberg,EMEA,Derivative,3,16,753.34,-1.51,0,0,9,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-03
EXC0001112,Missing Reference Data,Reference Data,IBOR,EMEA,Equity,2,17,1101.13,-0.5,0,0,2,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-11
EXC0001113,Invalid Currency,Reference Data,SimCorp,Americas,Government Bond,0,5,7577.62,-1.16,0,1,8,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-29
EXC0001114,Trade Match Break,Trades,SimCorp,APAC,Government Bond,1,18,27019.34,0.79,0,0,6,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-05-19
EXC0001115,Stale Price,Pricing,Custodian,Americas,ETF,1,16,1361.76,3.9,0,0,85,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-05-05
EXC0001116,Price Outlier,Pricing,Murex,Americas,Equity,0,12,1159.16,6.72,0,0,6,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-24
EXC0001117,Duplicate Record,Trades,Bloomberg,EMEA,Equity,1,2,67112.13,2.88,1,0,9,High,Duplicate Record pattern detected from source controls,Trade Support,24,Escalated,2026-04-23
EXC0001118,Unknown / Needs SME Review,Reference Data,Refinitiv,APAC,Derivative,0,11,539.36,3.37,0,0,19,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-05
EXC0001119,Missing Client Mapping,Client Data,Murex,EMEA,ETF,3,14,934.65,0.03,0,0,9,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Suppressed,2026-04-30
EXC0001120,Missing Client Mapping,Client Data,Refinitiv,APAC,ETF,1,4,1844.96,-1.7,0,0,14,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Suppressed,2026-05-15
EXC0001121,Duplicate Record,Trades,ABOR,EMEA,Equity,0,6,16073.34,0.03,1,0,6,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-04-01
EXC0001122,Trade Match Break,Trades,IBOR,Americas,ETF,1,17,24043.62,3.55,0,0,13,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-04-29
EXC0001123,Unknown / Needs SME Review,Reference Data,Murex,EMEA,ETF,1,13,3960.0,3.01,0,0,8,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Open,2026-05-03
EXC0001124,Missing Reference Data,Reference Data,Bloomberg,Americas,Derivative,4,5,998.48,1.7,0,0,12,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-04
EXC0001125,Missing Client Mapping,Client Data,ABOR,EMEA,Equity,4,18,2253.46,3.87,0,0,3,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Open,2026-04-25
EXC0001126,Price Outlier,Pricing,ABOR,EMEA,Government Bond,1,18,1526.88,19.89,0,0,16,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-04-20
EXC0001127,Duplicate Record,Trades,Murex,Americas,Equity,0,2,203655.03,0.67,1,0,3,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-05-03
EXC0001128,Unknown / Needs SME Review,Reference Data,Murex,Americas,Corporate Bond,0,1,3953.75,-2.42,0,0,3,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-03-27
EXC0001129,Delayed Source Load,Source Control,Bloomberg,Americas,Corporate Bond,1,15,2149.6,4.68,0,0,24,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Escalated,2026-04-17
EXC0001130,Delayed Source Load,Source Control,ABOR,Americas,Equity,1,1,6280.07,1.26,0,0,85,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Escalated,2026-05-01
EXC0001131,Delayed Source Load,Source Control,IBOR,APAC,Corporate Bond,0,15,2566.57,0.37,0,0,54,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-05-01
EXC0001132,Position Reconciliation Break,Positions,Aladdin,Americas,Derivative,0,11,9661.94,1.24,0,0,13,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-24
EXC0001133,Trade Match Break,Trades,Murex,APAC,Derivative,0,16,200235.24,5.25,0,0,4,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-04-12
EXC0001134,Position Reconciliation Break,Positions,IBOR,Americas,Government Bond,1,0,7134.66,3.98,0,0,19,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Escalated,2026-05-05
EXC0001135,Price Outlier,Pricing,IBOR,EMEA,Government Bond,0,21,2481.86,17.26,0,0,18,High,Price Outlier pattern detected from source controls,Pricing Control,24,Resolved,2026-04-01
EXC0001136,Position Reconciliation Break,Positions,Aladdin,Americas,Derivative,1,2,23556.82,2.67,0,0,5,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-04-29
EXC0001137,Stale Price,Pricing,Murex,EMEA,Government Bond,0,10,6054.18,4.57,0,0,69,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Open,2026-04-05
EXC0001138,Performance Return Outlier,Positions,Murex,APAC,Government Bond,0,17,61891.62,16.9,0,0,8,Critical,Performance Return Outlier pattern detected from source controls,Reconciliation,8,Open,2026-03-25
EXC0001139,Missing Client Mapping,Client Data,ABOR,Americas,Equity,1,2,667.11,1.8,0,0,19,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-05-01
EXC0001140,Missing Reference Data,Reference Data,Bloomberg,Americas,Equity,2,16,2708.82,-3.73,0,0,19,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-19
EXC0001141,Duplicate Record,Trades,Aladdin,Americas,Government Bond,0,15,19650.25,4.61,1,0,7,High,Duplicate Record pattern detected from source controls,Trade Support,24,Open,2026-04-16
EXC0001142,Missing Client Mapping,Client Data,IBOR,APAC,Corporate Bond,1,19,1081.25,-1.07,0,0,18,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-04-05
EXC0001143,Delayed Source Load,Source Control,Custodian,APAC,Equity,1,11,1267.58,-3.18,0,0,61,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Resolved,2026-04-27
EXC0001144,Trade Match Break,Trades,Bloomberg,Americas,ETF,0,6,8655.99,-3.01,0,0,1,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-06
EXC0001145,Duplicate Record,Trades,Bloomberg,Americas,ETF,0,17,110933.49,-0.64,1,0,10,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Open,2026-04-10
EXC0001146,Price Outlier,Pricing,IBOR,APAC,Equity,0,3,4235.69,13.85,0,0,7,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-04-30
EXC0001147,Delayed Source Load,Source Control,Murex,Americas,Derivative,0,17,2049.36,4.4,0,0,78,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-03-28
EXC0001148,Delayed Source Load,Source Control,Custodian,APAC,Corporate Bond,1,3,308.36,2.35,0,0,53,Low,Delayed Source Load pattern detected from source controls,Source Systems,72,Open,2026-05-17
EXC0001149,Missing Reference Data,Reference Data,Murex,EMEA,Corporate Bond,2,16,1852.55,5.84,0,0,1,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-30
EXC0001150,Price Outlier,Pricing,Custodian,APAC,Equity,0,0,1286.88,6.45,0,0,2,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-28
EXC0001151,Missing Reference Data,Reference Data,Custodian,APAC,Derivative,3,8,2896.68,0.92,0,0,1,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-27
EXC0001152,Trade Match Break,Trades,Bloomberg,APAC,Derivative,0,19,89906.0,-3.17,0,0,9,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-05-05
EXC0001153,Missing Reference Data,Reference Data,Aladdin,EMEA,Derivative,3,10,833.11,0.06,0,0,17,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Escalated,2026-04-25
EXC0001154,Missing Client Mapping,Client Data,Bloomberg,Americas,Equity,1,0,2075.58,-3.61,0,0,9,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Suppressed,2026-05-13
EXC0001155,Trade Match Break,Trades,Bloomberg,EMEA,Derivative,0,20,21686.12,-1.85,0,0,1,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-04-01
EXC0001156,Position Reconciliation Break,Positions,Custodian,EMEA,Equity,1,13,48266.5,3.08,0,0,17,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-07
EXC0001157,Missing Client Mapping,Client Data,SimCorp,APAC,ETF,2,9,3870.59,-2.72,0,0,18,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-04-27
EXC0001158,Invalid Currency,Reference Data,Custodian,APAC,ETF,1,19,781.85,-2.47,0,1,15,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-13
EXC0001159,Trade Match Break,Trades,Custodian,APAC,Derivative,1,12,94161.0,-2.89,0,0,1,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Escalated,2026-05-13
EXC0001160,Missing Client Mapping,Client Data,Custodian,EMEA,Government Bond,4,13,298.04,3.44,0,0,4,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-04-11
EXC0001161,Duplicate Record,Trades,Murex,EMEA,Corporate Bond,0,15,16342.05,5.6,1,0,2,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-14
EXC0001162,Stale Price,Pricing,SimCorp,APAC,ETF,1,3,1953.29,1.31,0,0,64,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-03-28
EXC0001163,Missing Reference Data,Reference Data,Bloomberg,Americas,Government Bond,1,2,1653.37,3.86,0,0,6,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-14
EXC0001164,Missing Client Mapping,Client Data,Bloomberg,APAC,Equity,1,13,1631.99,-1.41,0,0,1,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Open,2026-05-01
EXC0001165,Stale Price,Pricing,IBOR,EMEA,ETF,1,16,2654.99,4.57,0,0,84,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Open,2026-04-04
EXC0001166,Missing Reference Data,Reference Data,IBOR,EMEA,ETF,3,21,4156.96,-0.29,0,0,14,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Open,2026-04-04
EXC0001167,Trade Match Break,Trades,ABOR,APAC,Corporate Bond,1,0,84517.45,3.17,0,0,11,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-03-30
EXC0001168,Performance Return Outlier,Positions,Custodian,Americas,ETF,1,1,8704.52,8.12,0,0,3,Medium,Performance Return Outlier pattern detected from source controls,Reconciliation,48,Resolved,2026-04-10
EXC0001169,Invalid Currency,Reference Data,ABOR,APAC,Corporate Bond,0,21,2485.65,-3.29,0,1,18,High,Invalid Currency pattern detected from source controls,Reference Data Ops,24,Open,2026-03-27
EXC0001170,Missing Client Mapping,Client Data,Aladdin,EMEA,Government Bond,2,3,311.45,-0.71,0,0,7,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-04-13
EXC0001171,Price Outlier,Pricing,SimCorp,APAC,Corporate Bond,0,12,1026.17,18.21,0,0,12,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-07
EXC0001172,Delayed Source Load,Source Control,Custodian,EMEA,ETF,1,10,2561.63,-3.12,0,0,56,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Escalated,2026-03-25
EXC0001173,Trade Match Break,Trades,SimCorp,EMEA,Equity,1,3,25603.26,2.24,0,0,11,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Open,2026-04-12
EXC0001174,Unknown / Needs SME Review,Reference Data,Bloomberg,Americas,Equity,0,16,5362.89,-2.04,0,0,17,High,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-14
EXC0001175,Position Reconciliation Break,Positions,SimCorp,Americas,Government Bond,0,17,13833.34,2.85,0,0,11,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Suppressed,2026-05-19
EXC0001176,Duplicate Record,Trades,SimCorp,APAC,ETF,0,6,99765.18,-1.9,1,0,5,High,Duplicate Record pattern detected from source controls,Trade Support,24,Open,2026-05-06
EXC0001177,Performance Return Outlier,Positions,Bloomberg,EMEA,ETF,1,18,15204.8,8.18,0,0,8,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Escalated,2026-05-13
EXC0001178,Unknown / Needs SME Review,Reference Data,Murex,EMEA,Equity,0,13,2515.4,3.54,0,0,5,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Open,2026-05-02
EXC0001179,Missing Reference Data,Reference Data,Aladdin,APAC,ETF,4,4,359.29,1.08,0,0,12,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Open,2026-05-11
EXC0001180,Price Outlier,Pricing,Murex,EMEA,Derivative,0,5,1176.5,16.3,0,0,10,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-12
EXC0001181,Duplicate Record,Trades,Custodian,Americas,ETF,0,0,12531.02,5.21,1,0,19,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-05-04
EXC0001182,Missing Reference Data,Reference Data,ABOR,APAC,Equity,3,12,1497.06,-0.46,0,0,0,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Open,2026-05-05
EXC0001183,Trade Match Break,Trades,IBOR,EMEA,ETF,0,11,24253.66,0.16,0,0,19,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-03-27
EXC0001184,Stale Price,Pricing,Aladdin,EMEA,Corporate Bond,1,3,1467.0,3.1,0,0,90,Low,Stale Price pattern detected from source controls,Pricing Control,72,Escalated,2026-04-23
EXC0001185,Position Reconciliation Break,Positions,Bloomberg,EMEA,Equity,0,14,25348.51,2.56,0,0,2,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-06
EXC0001186,Duplicate Record,Trades,ABOR,APAC,Government Bond,1,6,13051.64,0.89,1,0,5,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Open,2026-05-16
EXC0001187,Stale Price,Pricing,IBOR,EMEA,Equity,1,3,2654.32,-1.54,0,0,29,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-12
EXC0001188,Position Reconciliation Break,Positions,Bloomberg,Americas,Equity,0,4,48467.54,3.93,0,0,14,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-03-28
EXC0001189,Trade Match Break,Trades,Custodian,EMEA,Equity,0,12,59080.16,-1.6,0,0,11,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-12
EXC0001190,Unknown / Needs SME Review,Reference Data,Refinitiv,APAC,Corporate Bond,0,20,1837.62,7.2,0,0,4,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-05-09
EXC0001191,Missing Reference Data,Reference Data,Aladdin,EMEA,Derivative,2,11,1690.66,-1.49,0,0,14,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-10
EXC0001192,Delayed Source Load,Source Control,Murex,EMEA,Corporate Bond,0,13,3755.23,-1.26,0,0,26,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Escalated,2026-04-12
EXC0001193,Unknown / Needs SME Review,Reference Data,SimCorp,APAC,Derivative,1,18,1180.08,2.35,0,0,6,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Open,2026-04-06
EXC0001194,Position Reconciliation Break,Positions,ABOR,EMEA,Equity,0,14,81525.51,2.87,0,0,19,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-05-04
EXC0001195,Invalid Currency,Reference Data,SimCorp,Americas,Government Bond,1,17,3901.93,-0.93,0,1,19,High,Invalid Currency pattern detected from source controls,Reference Data Ops,24,Open,2026-05-01
EXC0001196,Stale Price,Pricing,Custodian,EMEA,Corporate Bond,0,11,3486.63,5.73,0,0,80,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Open,2026-05-15
EXC0001197,Trade Match Break,Trades,Refinitiv,APAC,Corporate Bond,1,2,48686.2,2.32,0,0,8,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-05
EXC0001198,Stale Price,Pricing,Murex,APAC,Government Bond,1,14,6396.32,0.88,0,0,51,High,Stale Price pattern detected from source controls,Pricing Control,24,Resolved,2026-04-11
EXC0001199,Duplicate Record,Trades,IBOR,Americas,Derivative,1,15,76532.09,2.47,1,0,5,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Escalated,2026-04-08
EXC0001200,Unknown / Needs SME Review,Reference Data,Custodian,APAC,ETF,0,9,4839.28,4.53,0,0,3,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-16
EXC0001201,Missing Reference Data,Reference Data,Bloomberg,Americas,Equity,1,11,994.39,5.52,0,0,15,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-12
EXC0001202,Position Reconciliation Break,Positions,ABOR,Americas,Derivative,1,2,99521.23,1.98,0,0,13,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-03-29
EXC0001203,Invalid Currency,Reference Data,SimCorp,Americas,Equity,1,10,1974.73,-1.69,0,1,11,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-15
EXC0001204,Trade Match Break,Trades,Custodian,APAC,Government Bond,0,20,30182.84,-1.65,0,0,15,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-05-17
EXC0001205,Position Reconciliation Break,Positions,Bloomberg,Americas,ETF,0,3,41454.95,-2.04,0,0,18,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-03-22
EXC0001206,Position Reconciliation Break,Positions,Refinitiv,EMEA,Government Bond,1,14,30550.54,-0.11,0,0,17,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-14
EXC0001207,Duplicate Record,Trades,Aladdin,EMEA,Government Bond,1,16,135808.27,1.59,1,0,2,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-05-18
EXC0001208,Missing Reference Data,Reference Data,IBOR,EMEA,ETF,3,15,5450.47,2.03,0,0,15,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-25
EXC0001209,Position Reconciliation Break,Positions,IBOR,EMEA,Derivative,0,19,8082.54,4.32,0,0,1,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-05-09
EXC0001210,Position Reconciliation Break,Positions,IBOR,Americas,Corporate Bond,0,4,28038.92,-3.68,0,0,14,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-05-19
EXC0001211,Stale Price,Pricing,IBOR,Americas,Derivative,0,4,1533.5,1.47,0,0,93,Low,Stale Price pattern detected from source controls,Pricing Control,72,Open,2026-04-18
EXC0001212,Position Reconciliation Break,Positions,Aladdin,EMEA,Equity,0,7,100174.73,2.65,0,0,18,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-05-18
EXC0001213,Position Reconciliation Break,Positions,IBOR,APAC,Derivative,0,0,40693.03,-5.52,0,0,8,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-05-15
EXC0001214,Duplicate Record,Trades,Bloomberg,APAC,Corporate Bond,1,0,19267.14,2.63,1,0,19,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-04-20
EXC0001215,Position Reconciliation Break,Positions,Custodian,APAC,ETF,1,13,34749.28,8.33,0,0,4,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-07
EXC0001216,Trade Match Break,Trades,IBOR,Americas,Corporate Bond,0,6,18860.78,3.43,0,0,18,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-28
EXC0001217,Missing Client Mapping,Client Data,Bloomberg,APAC,Derivative,4,21,1751.52,2.27,0,0,14,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-05-15
EXC0001218,Trade Match Break,Trades,SimCorp,EMEA,Government Bond,1,18,15490.01,0.82,0,0,15,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-07
EXC0001219,Position Reconciliation Break,Positions,Aladdin,APAC,ETF,1,14,60499.66,2.08,0,0,19,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Escalated,2026-05-08
EXC0001220,Trade Match Break,Trades,Refinitiv,Americas,Corporate Bond,0,18,27704.17,5.34,0,0,15,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-05-05
EXC0001221,Position Reconciliation Break,Positions,Custodian,EMEA,Government Bond,0,5,26674.16,0.63,0,0,19,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-17
EXC0001222,Missing Client Mapping,Client Data,Aladdin,Americas,ETF,3,15,4471.83,4.48,0,0,8,High,Missing Client Mapping pattern detected from source controls,Client Data Ops,24,Escalated,2026-05-08
EXC0001223,Invalid Currency,Reference Data,IBOR,EMEA,Government Bond,0,19,1897.29,2.66,0,1,19,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-01
EXC0001224,Missing Reference Data,Reference Data,SimCorp,APAC,Equity,3,3,1513.55,5.57,0,0,16,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Escalated,2026-04-02
EXC0001225,Position Reconciliation Break,Positions,ABOR,APAC,Derivative,0,11,50561.2,4.22,0,0,3,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-04-27
EXC0001226,Stale Price,Pricing,IBOR,Americas,Corporate Bond,0,21,830.33,1.97,0,0,65,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Escalated,2026-04-06
EXC0001227,Invalid Currency,Reference Data,IBOR,EMEA,Equity,0,11,2628.36,1.81,0,1,17,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Open,2026-05-16
EXC0001228,Unknown / Needs SME Review,Reference Data,SimCorp,Americas,ETF,1,17,1482.23,0.72,0,0,12,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-31
EXC0001229,Duplicate Record,Trades,IBOR,EMEA,Government Bond,0,1,12431.11,3.94,1,0,2,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Open,2026-04-29
EXC0001230,Trade Match Break,Trades,IBOR,APAC,Government Bond,0,7,17457.09,0.02,0,0,11,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-03-23
EXC0001231,Missing Reference Data,Reference Data,ABOR,EMEA,Corporate Bond,4,1,765.86,1.78,0,0,7,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Open,2026-05-15
EXC0001232,Trade Match Break,Trades,Custodian,EMEA,Equity,1,15,34582.26,1.02,0,0,2,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-07
EXC0001233,Position Reconciliation Break,Positions,ABOR,Americas,ETF,1,12,9196.1,-1.85,0,0,3,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-05-08
