exception_id,exception_type,domain,source_system,region,asset_class,missing_field_count,age_days,break_amount,price_movement_pct,duplicate_flag,currency_mismatch_flag,refresh_delay_hours,severity,root_cause,owner,sla_hours,resolution_label,created_at,sla_status,recurrence_count,is_high_value_break,predicted_exception_type,confidence_score,owner_recommendation,root_cause_hint,recommended_action,sme_review_flag,priority_score,explainability_summary,anomaly_score,anomaly_flag,reason_code,severity_recommendation
EXC0001179,Missing Reference Data,Reference Data,Aladdin,APAC,ETF,4,4,359.29,1.08,0,0,12,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Open,2026-05-11,Breached,22,0,Missing Reference Data,0.794,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,36.7,"Missing Reference Data in Reference Data from Aladdin is ranked Low because the item is 4 days old, has a break amount of 359.29, and carries confidence 0.794.",0.0992,False,Multi-factor isolation signal,Low
EXC0001180,Price Outlier,Pricing,Murex,EMEA,Derivative,0,5,1176.5,16.3,0,0,10,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-12,Breached,17,0,Price Outlier,0.948,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,35.0,"Price Outlier in Pricing from Murex is ranked Low because the item is 5 days old, has a break amount of 1176.5, and carries confidence 0.948.",0.3053,False,Large price/return move,Low
EXC0001181,Duplicate Record,Trades,Custodian,Americas,ETF,0,0,12531.02,5.21,1,0,19,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-05-04,Within SLA,22,0,Duplicate Record,0.805,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,26.3,"Duplicate Record in Trades from Custodian is ranked Medium because the item is 0 days old, has a break amount of 12531.02, and carries confidence 0.805.",0.3079,False,Multi-factor isolation signal,Medium
EXC0001182,Missing Reference Data,Reference Data,ABOR,APAC,Equity,3,12,1497.06,-0.46,0,0,0,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Open,2026-05-05,Breached,25,0,Missing Reference Data,0.935,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,44.3,"Missing Reference Data in Reference Data from ABOR is ranked Medium because the item is 12 days old, has a break amount of 1497.06, and carries confidence 0.935.",0.0937,False,Multi-factor isolation signal,Medium
EXC0001183,Trade Match Break,Trades,IBOR,EMEA,ETF,0,11,24253.66,0.16,0,0,19,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-03-27,Breached,21,0,Trade Match Break,0.899,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,55.0,"Trade Match Break in Trades from IBOR is ranked High because the item is 11 days old, has a break amount of 24253.66, and carries confidence 0.899.",0.0854,False,Multi-factor isolation signal,High
EXC0001184,Stale Price,Pricing,Aladdin,EMEA,Corporate Bond,1,3,1467.0,3.1,0,0,90,Low,Stale Price pattern detected from source controls,Pricing Control,72,Escalated,2026-04-23,Within SLA,20,0,Stale Price,0.926,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.4,"Stale Price in Pricing from Aladdin is ranked Low because the item is 3 days old, has a break amount of 1467.0, and carries confidence 0.926.",0.492,True,Late source refresh,Low
EXC0001185,Position Reconciliation Break,Positions,Bloomberg,EMEA,Equity,0,14,25348.51,2.56,0,0,2,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-06,Breached,32,0,Position Reconciliation Break,0.875,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,55.8,"Position Reconciliation Break in Positions from Bloomberg is ranked High because the item is 14 days old, has a break amount of 25348.51, and carries confidence 0.875.",0.0882,False,Aging unresolved item,High
EXC0001186,Duplicate Record,Trades,ABOR,APAC,Government Bond,1,6,13051.64,0.89,1,0,5,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Open,2026-05-16,Breached,17,0,Duplicate Record,0.939,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,44.8,"Duplicate Record in Trades from ABOR is ranked Medium because the item is 6 days old, has a break amount of 13051.64, and carries confidence 0.939.",0.0885,False,Multi-factor isolation signal,Medium
EXC0001187,Stale Price,Pricing,IBOR,EMEA,Equity,1,3,2654.32,-1.54,0,0,29,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-12,Within SLA,22,0,Stale Price,0.945,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.4,"Stale Price in Pricing from IBOR is ranked Low because the item is 3 days old, has a break amount of 2654.32, and carries confidence 0.945.",0.2487,False,Multi-factor isolation signal,Low
EXC0001188,Position Reconciliation Break,Positions,Bloomberg,Americas,Equity,0,4,48467.54,3.93,0,0,14,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-03-28,Breached,32,1,Position Reconciliation Break,0.887,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,57.5,"Position Reconciliation Break in Positions from Bloomberg is ranked High because the item is 4 days old, has a break amount of 48467.54, and carries confidence 0.887.",0.204,False,Multi-factor isolation signal,High
EXC0001189,Trade Match Break,Trades,Custodian,EMEA,Equity,0,12,59080.16,-1.6,0,0,11,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-12,Breached,24,1,Trade Match Break,0.911,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,57.8,"Trade Match Break in Trades from Custodian is ranked High because the item is 12 days old, has a break amount of 59080.16, and carries confidence 0.911.",0.2078,False,Multi-factor isolation signal,High
EXC0001190,Unknown / Needs SME Review,Reference Data,Refinitiv,APAC,Corporate Bond,0,20,1837.62,7.2,0,0,4,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-05-09,Breached,11,0,Unknown / Needs SME Review,0.803,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,45.1,"Unknown / Needs SME Review in Reference Data from Refinitiv is ranked Medium because the item is 20 days old, has a break amount of 1837.62, and carries confidence 0.803.",0.2615,False,Aging unresolved item,Medium
EXC0001191,Missing Reference Data,Reference Data,Aladdin,EMEA,Derivative,2,11,1690.66,-1.49,0,0,14,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-10,Breached,22,0,Missing Reference Data,0.92,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,44.3,"Missing Reference Data in Reference Data from Aladdin is ranked Medium because the item is 11 days old, has a break amount of 1690.66, and carries confidence 0.92.",0.0802,False,Multi-factor isolation signal,Medium
EXC0001192,Delayed Source Load,Source Control,Murex,EMEA,Corporate Bond,0,13,3755.23,-1.26,0,0,26,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Escalated,2026-04-12,Breached,7,0,Delayed Source Load,0.929,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,43.8,"Delayed Source Load in Source Control from Murex is ranked Medium because the item is 13 days old, has a break amount of 3755.23, and carries confidence 0.929.",0.171,False,Aging unresolved item,Medium
EXC0001193,Unknown / Needs SME Review,Reference Data,SimCorp,APAC,Derivative,1,18,1180.08,2.35,0,0,6,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Open,2026-04-06,Breached,10,0,Unknown / Needs SME Review,0.675,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,46.2,"Unknown / Needs SME Review in Reference Data from SimCorp is ranked Medium because the item is 18 days old, has a break amount of 1180.08, and carries confidence 0.675.",0.1022,False,Aging unresolved item,Medium
EXC0001194,Position Reconciliation Break,Positions,ABOR,EMEA,Equity,0,14,81525.51,2.87,0,0,19,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-05-04,Breached,21,1,Position Reconciliation Break,0.856,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,68.8,"Position Reconciliation Break in Positions from ABOR is ranked Critical because the item is 14 days old, has a break amount of 81525.51, and carries confidence 0.856.",0.2427,False,High-value reconciliation break,Critical
EXC0001195,Invalid Currency,Reference Data,SimCorp,Americas,Government Bond,1,17,3901.93,-0.93,0,1,19,High,Invalid Currency pattern detected from source controls,Reference Data Ops,24,Open,2026-05-01,Breached,20,0,Invalid Currency,0.925,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,53.1,"Invalid Currency in Reference Data from SimCorp is ranked High because the item is 17 days old, has a break amount of 3901.93, and carries confidence 0.925.",0.1098,False,Aging unresolved item,High
EXC0001196,Stale Price,Pricing,Custodian,EMEA,Corporate Bond,0,11,3486.63,5.73,0,0,80,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Open,2026-05-15,Breached,21,0,Stale Price,0.932,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,44.3,"Stale Price in Pricing from Custodian is ranked Medium because the item is 11 days old, has a break amount of 3486.63, and carries confidence 0.932.",0.5147,True,Late source refresh,Medium
EXC0001197,Trade Match Break,Trades,Refinitiv,APAC,Corporate Bond,1,2,48686.2,2.32,0,0,8,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-05,Breached,15,1,Trade Match Break,0.887,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,56.9,"Trade Match Break in Trades from Refinitiv is ranked High because the item is 2 days old, has a break amount of 48686.2, and carries confidence 0.887.",0.2282,False,Multi-factor isolation signal,High
EXC0001198,Stale Price,Pricing,Murex,APAC,Government Bond,1,14,6396.32,0.88,0,0,51,High,Stale Price pattern detected from source controls,Pricing Control,24,Resolved,2026-04-11,Breached,15,0,Stale Price,0.941,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,53.0,"Stale Price in Pricing from Murex is ranked High because the item is 14 days old, has a break amount of 6396.32, and carries confidence 0.941.",0.2998,False,Late source refresh,High
EXC0001199,Duplicate Record,Trades,IBOR,Americas,Derivative,1,15,76532.09,2.47,1,0,5,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Escalated,2026-04-08,Breached,13,1,Duplicate Record,0.937,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,67.3,"Duplicate Record in Trades from IBOR is ranked Critical because the item is 15 days old, has a break amount of 76532.09, and carries confidence 0.937.",0.2183,False,High-value reconciliation break,Critical
EXC0001200,Unknown / Needs SME Review,Reference Data,Custodian,APAC,ETF,0,9,4839.28,4.53,0,0,3,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-16,Breached,10,0,Unknown / Needs SME Review,0.782,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,45.5,"Unknown / Needs SME Review in Reference Data from Custodian is ranked Medium because the item is 9 days old, has a break amount of 4839.28, and carries confidence 0.782.",0.0988,False,Multi-factor isolation signal,Medium
EXC0001201,Missing Reference Data,Reference Data,Bloomberg,Americas,Equity,1,11,994.39,5.52,0,0,15,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-12,Breached,18,0,Missing Reference Data,0.494,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",True,39.6,"Missing Reference Data in Reference Data from Bloomberg is ranked Low because the item is 11 days old, has a break amount of 994.39, and carries confidence 0.494.",0.0805,False,Multi-factor isolation signal,Low
EXC0001202,Position Reconciliation Break,Positions,ABOR,Americas,Derivative,1,2,99521.23,1.98,0,0,13,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-03-29,Breached,21,1,Position Reconciliation Break,0.844,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,61.6,"Position Reconciliation Break in Positions from ABOR is ranked High because the item is 2 days old, has a break amount of 99521.23, and carries confidence 0.844.",0.2993,False,High-value reconciliation break,High
EXC0001203,Invalid Currency,Reference Data,SimCorp,Americas,Equity,1,10,1974.73,-1.69,0,1,11,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-15,Breached,20,0,Invalid Currency,0.923,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,44.2,"Invalid Currency in Reference Data from SimCorp is ranked Medium because the item is 10 days old, has a break amount of 1974.73, and carries confidence 0.923.",0.0842,False,Multi-factor isolation signal,Medium
EXC0001204,Trade Match Break,Trades,Custodian,APAC,Government Bond,0,20,30182.84,-1.65,0,0,15,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-05-17,Breached,24,0,Trade Match Break,0.868,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,64.7,"Trade Match Break in Trades from Custodian is ranked Critical because the item is 20 days old, has a break amount of 30182.84, and carries confidence 0.868.",0.2697,False,Aging unresolved item,Critical
EXC0001205,Position Reconciliation Break,Positions,Bloomberg,Americas,ETF,0,3,41454.95,-2.04,0,0,18,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-03-22,Breached,32,0,Position Reconciliation Break,0.832,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,57.5,"Position Reconciliation Break in Positions from Bloomberg is ranked High because the item is 3 days old, has a break amount of 41454.95, and carries confidence 0.832.",0.2612,False,Multi-factor isolation signal,High
EXC0001206,Position Reconciliation Break,Positions,Refinitiv,EMEA,Government Bond,1,14,30550.54,-0.11,0,0,17,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-14,Breached,17,0,Position Reconciliation Break,0.742,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,57.0,"Position Reconciliation Break in Positions from Refinitiv is ranked High because the item is 14 days old, has a break amount of 30550.54, and carries confidence 0.742.",0.1032,False,Aging unresolved item,High
EXC0001207,Duplicate Record,Trades,Aladdin,EMEA,Government Bond,1,16,135808.27,1.59,1,0,2,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-05-18,Breached,15,1,Duplicate Record,0.919,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,72.3,"Duplicate Record in Trades from Aladdin is ranked Critical because the item is 16 days old, has a break amount of 135808.27, and carries confidence 0.919.",0.3811,False,High-value reconciliation break,Critical
EXC0001208,Missing Reference Data,Reference Data,IBOR,EMEA,ETF,3,15,5450.47,2.03,0,0,15,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-25,Breached,25,0,Missing Reference Data,0.862,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,54.1,"Missing Reference Data in Reference Data from IBOR is ranked High because the item is 15 days old, has a break amount of 5450.47, and carries confidence 0.862.",0.0179,False,Aging unresolved item,High
EXC0001209,Position Reconciliation Break,Positions,IBOR,EMEA,Derivative,0,19,8082.54,4.32,0,0,1,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-05-09,Breached,27,0,Position Reconciliation Break,0.833,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,54.6,"Position Reconciliation Break in Positions from IBOR is ranked High because the item is 19 days old, has a break amount of 8082.54, and carries confidence 0.833.",0.1818,False,Aging unresolved item,High
EXC0001210,Position Reconciliation Break,Positions,IBOR,Americas,Corporate Bond,0,4,28038.92,-3.68,0,0,14,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-05-19,Breached,27,0,Position Reconciliation Break,0.849,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,47.3,"Position Reconciliation Break in Positions from IBOR is ranked Medium because the item is 4 days old, has a break amount of 28038.92, and carries confidence 0.849.",0.3116,False,Multi-factor isolation signal,Medium
EXC0001211,Stale Price,Pricing,IBOR,Americas,Derivative,0,4,1533.5,1.47,0,0,93,Low,Stale Price pattern detected from source controls,Pricing Control,72,Open,2026-04-18,Breached,22,0,Stale Price,0.959,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,35.2,"Stale Price in Pricing from IBOR is ranked Low because the item is 4 days old, has a break amount of 1533.5, and carries confidence 0.959.",0.4882,True,Late source refresh,Low
EXC0001212,Position Reconciliation Break,Positions,Aladdin,EMEA,Equity,0,7,100174.73,2.65,0,0,18,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-05-18,Breached,20,1,Position Reconciliation Break,0.873,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,61.3,"Position Reconciliation Break in Positions from Aladdin is ranked High because the item is 7 days old, has a break amount of 100174.73, and carries confidence 0.873.",0.2667,False,High-value reconciliation break,High
EXC0001213,Position Reconciliation Break,Positions,IBOR,APAC,Derivative,0,0,40693.03,-5.52,0,0,8,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-05-15,Within SLA,27,0,Position Reconciliation Break,0.816,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,28.7,"Position Reconciliation Break in Positions from IBOR is ranked Medium because the item is 0 days old, has a break amount of 40693.03, and carries confidence 0.816.",0.5027,True,Multi-factor isolation signal,Medium
EXC0001214,Duplicate Record,Trades,Bloomberg,APAC,Corporate Bond,1,0,19267.14,2.63,1,0,19,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-04-20,Within SLA,17,0,Duplicate Record,0.849,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,26.2,"Duplicate Record in Trades from Bloomberg is ranked Medium because the item is 0 days old, has a break amount of 19267.14, and carries confidence 0.849.",0.2638,False,Multi-factor isolation signal,Medium
EXC0001215,Position Reconciliation Break,Positions,Custodian,APAC,ETF,1,13,34749.28,8.33,0,0,4,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-07,Breached,18,0,Performance Return Outlier,0.768,Reconciliation,Most similar historical pattern: Performance Return Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,57.1,"Performance Return Outlier in Positions from Custodian is ranked High because the item is 13 days old, has a break amount of 34749.28, and carries confidence 0.768.",0.2674,False,Aging unresolved item,High
EXC0001216,Trade Match Break,Trades,IBOR,Americas,Corporate Bond,0,6,18860.78,3.43,0,0,18,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-28,Breached,21,0,Trade Match Break,0.916,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,45.7,"Trade Match Break in Trades from IBOR is ranked Medium because the item is 6 days old, has a break amount of 18860.78, and carries confidence 0.916.",0.1191,False,Multi-factor isolation signal,Medium
EXC0001217,Missing Client Mapping,Client Data,Bloomberg,APAC,Derivative,4,21,1751.52,2.27,0,0,14,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-05-15,Breached,18,0,Missing Client Mapping,0.962,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,43.7,"Missing Client Mapping in Client Data from Bloomberg is ranked Medium because the item is 21 days old, has a break amount of 1751.52, and carries confidence 0.962.",0.177,False,Aging unresolved item,Medium
EXC0001218,Trade Match Break,Trades,SimCorp,EMEA,Government Bond,1,18,15490.01,0.82,0,0,15,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-07,Breached,25,0,Trade Match Break,0.909,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,54.4,"Trade Match Break in Trades from SimCorp is ranked High because the item is 18 days old, has a break amount of 15490.01, and carries confidence 0.909.",0.123,False,Aging unresolved item,High
EXC0001219,Position Reconciliation Break,Positions,Aladdin,APAC,ETF,1,14,60499.66,2.08,0,0,19,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Escalated,2026-05-08,Breached,20,1,Position Reconciliation Break,0.796,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,67.7,"Position Reconciliation Break in Positions from Aladdin is ranked Critical because the item is 14 days old, has a break amount of 60499.66, and carries confidence 0.796.",0.1688,False,Aging unresolved item,Critical
EXC0001220,Trade Match Break,Trades,Refinitiv,Americas,Corporate Bond,0,18,27704.17,5.34,0,0,15,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-05-05,Breached,15,0,Trade Match Break,0.904,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,63.8,"Trade Match Break in Trades from Refinitiv is ranked Critical because the item is 18 days old, has a break amount of 27704.17, and carries confidence 0.904.",0.2256,False,Aging unresolved item,Critical
EXC0001221,Position Reconciliation Break,Positions,Custodian,EMEA,Government Bond,0,5,26674.16,0.63,0,0,19,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-17,Breached,18,0,Position Reconciliation Break,0.87,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,55.4,"Position Reconciliation Break in Positions from Custodian is ranked High because the item is 5 days old, has a break amount of 26674.16, and carries confidence 0.87.",0.1482,False,Multi-factor isolation signal,High
EXC0001222,Missing Client Mapping,Client Data,Aladdin,Americas,ETF,3,15,4471.83,4.48,0,0,8,High,Missing Client Mapping pattern detected from source controls,Client Data Ops,24,Escalated,2026-05-08,Breached,11,0,Missing Client Mapping,0.954,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,52.5,"Missing Client Mapping in Client Data from Aladdin is ranked High because the item is 15 days old, has a break amount of 4471.83, and carries confidence 0.954.",0.0396,False,Aging unresolved item,High
EXC0001223,Invalid Currency,Reference Data,IBOR,EMEA,Government Bond,0,19,1897.29,2.66,0,1,19,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-01,Breached,11,0,Invalid Currency,0.912,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,44.0,"Invalid Currency in Reference Data from IBOR is ranked Medium because the item is 19 days old, has a break amount of 1897.29, and carries confidence 0.912.",0.103,False,Aging unresolved item,Medium
EXC0001224,Missing Reference Data,Reference Data,SimCorp,APAC,Equity,3,3,1513.55,5.57,0,0,16,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Escalated,2026-04-02,Within SLA,15,0,Missing Reference Data,0.821,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,16.3,"Missing Reference Data in Reference Data from SimCorp is ranked Low because the item is 3 days old, has a break amount of 1513.55, and carries confidence 0.821.",0.143,False,Multi-factor isolation signal,Low
EXC0001225,Position Reconciliation Break,Positions,ABOR,APAC,Derivative,0,11,50561.2,4.22,0,0,3,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-04-27,Breached,21,1,Position Reconciliation Break,0.826,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,57.9,"Position Reconciliation Break in Positions from ABOR is ranked High because the item is 11 days old, has a break amount of 50561.2, and carries confidence 0.826.",0.1832,False,Multi-factor isolation signal,High
EXC0001226,Stale Price,Pricing,IBOR,Americas,Corporate Bond,0,21,830.33,1.97,0,0,65,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Escalated,2026-04-06,Breached,22,0,Stale Price,0.961,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,43.8,"Stale Price in Pricing from IBOR is ranked Medium because the item is 21 days old, has a break amount of 830.33, and carries confidence 0.961.",0.4894,True,Late source refresh,Medium
EXC0001227,Invalid Currency,Reference Data,IBOR,EMEA,Equity,0,11,2628.36,1.81,0,1,17,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Open,2026-05-16,Breached,11,0,Invalid Currency,0.924,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,43.9,"Invalid Currency in Reference Data from IBOR is ranked Medium because the item is 11 days old, has a break amount of 2628.36, and carries confidence 0.924.",0.0204,False,Multi-factor isolation signal,Medium
EXC0001228,Unknown / Needs SME Review,Reference Data,SimCorp,Americas,ETF,1,17,1482.23,0.72,0,0,12,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-31,Breached,10,0,Unknown / Needs SME Review,0.643,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,46.6,"Unknown / Needs SME Review in Reference Data from SimCorp is ranked Medium because the item is 17 days old, has a break amount of 1482.23, and carries confidence 0.643.",0.0401,False,Aging unresolved item,Medium
EXC0001229,Duplicate Record,Trades,IBOR,EMEA,Government Bond,0,1,12431.11,3.94,1,0,2,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Open,2026-04-29,Within SLA,13,0,Duplicate Record,0.938,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,24.6,"Duplicate Record in Trades from IBOR is ranked Medium because the item is 1 days old, has a break amount of 12431.11, and carries confidence 0.938.",0.2166,False,Multi-factor isolation signal,Medium
EXC0001230,Trade Match Break,Trades,IBOR,APAC,Government Bond,0,7,17457.09,0.02,0,0,11,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-03-23,Breached,21,0,Trade Match Break,0.9,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,45.7,"Trade Match Break in Trades from IBOR is ranked Medium because the item is 7 days old, has a break amount of 17457.09, and carries confidence 0.9.",0.0805,False,Multi-factor isolation signal,Medium
EXC0001231,Missing Reference Data,Reference Data,ABOR,EMEA,Corporate Bond,4,1,765.86,1.78,0,0,7,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Open,2026-05-15,Within SLA,25,0,Missing Reference Data,0.854,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,16.3,"Missing Reference Data in Reference Data from ABOR is ranked Low because the item is 1 days old, has a break amount of 765.86, and carries confidence 0.854.",0.1537,False,Multi-factor isolation signal,Low
